frame_id,host_recv_iso,png_path,h,w,left_variance,right_variance,横firstcorner_pos,纵firstcorner_pos,count_down,result_cl.matched,result_cl.confidence,result_cr.matched,result_cr.confidence,first_corner,左直left_straight,右直right_straight,左 中 丢last_left_lost_midstart,右 中 丢last_right_lost_midstart,左 生长dir_l,右 生长dir_r
47,50:49.6,C:\Users\28693\Desktop\udp\frames_png\frame_000047.png,120,188,11.225931,213.793762,140,85,8,0,0.000000,1,0.750000,1,2,0,0,90,"[3,3,3,3,3,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,5,4,3,5,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,5,4,4,4,3,4,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,7]","[5,5,4,3,4,3,3,3,3,2,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,3,4,3,4,3,4,4,3,4,5,4,4,3,5,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,3,3,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,3,5,5,7,6,7,6,5,5,4,3,3,5,5,5,5,5,5,7,7,6,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,3,3,2,1,2,1,1,1,1,1,1,1,2,1,1,3]"
48,50:49.6,C:\Users\28693\Desktop\udp\frames_png\frame_000048.png,120,188,23.660646,220.937103,140,85,8,0,0.000000,1,0.750000,1,2,0,0,90,"[3,3,3,3,3,4,3,4,4,3,4,4,4,3,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,5,4,4,3,4,4,3,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,6,5,5,7]","[5,5,5,4,3,3,2,3,3,3,2,1,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,3,3,2,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,7,6,5,6,5,5,5,4,3,5,5,5,5,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,5,4,3,3,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3]"
49,50:49.7,C:\Users\28693\Desktop\udp\frames_png\frame_000049.png,120,188,7.302854,265.491058,140,85,8,0,0.000000,1,0.700000,1,1,0,0,90,"[3,3,3,3,3,4,3,4,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,5,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,5,4,4,3,4,3,4,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7]","[3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,4,3,4,3,4,4,3,4,4,4,5,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,3,3,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,5,5,5,7,6,7,7,6,5,5,4,4,3,3,5,5,5,5,5,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,4,3,3,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3]"
50,50:49.7,C:\Users\28693\Desktop\udp\frames_png\frame_000050.png,120,188,10.352660,223.055420,140,85,8,0,0.000000,1,0.750000,1,2,0,0,90,"[3,3,3,3,3,4,4,4,3,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,5,4,4,3,4,3,4,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,7]","[2,1,1,0,7,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,3,4,3,4,3,4,4,4,3,4,5,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,3,3,2,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,5,5,5,5,7,7,6,5,5,5,4,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,5,4,4,3,3,2,1,1,2,1,1,1,1,1,1,2,1,1,1,3]"
51,50:49.7,C:\Users\28693\Desktop\udp\frames_png\frame_000051.png,120,188,25.835434,212.183914,141,84,8,0,0.000000,1,0.750000,1,2,0,0,89,"[3,3,3,4,3,4,4,4,3,4,4,3,4,3,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,5,4,3,4,4,3,4,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7]","[3,5,5,4,3,3,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,3,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,5,5,5,6,7,7,6,5,5,4,3,5,4,5,5,6,5,5,6,5,5,4,5,5,5,6,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,5,5,4,3,3,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3]"
52,50:49.8,C:\Users\28693\Desktop\udp\frames_png\frame_000052.png,120,188,40.859287,201.910263,0,0,7,0,0.000000,1,0.750000,0,0,0,0,89,"[3,3,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,6,6,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,7]","[2,1,1,1,3,3,3,3,3,3,2,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,3,5,4,3,4,3,4,3,4,3,4,4,4,4,4,5,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,3,3,2,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,7,6,5,5,4,5,4,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4,5,5,4,3,3,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3]"
53,50:49.8,C:\Users\28693\Desktop\udp\frames_png\frame_000053.png,120,188,21.175522,169.920578,144,84,8,0,0.000000,1,0.750000,1,2,0,0,89,"[3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,5,4,3,4,4,4,3,4,4,4,4,3,4,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,6,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,7]","[3,3,2,1,1,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,5,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,5,4,3,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,3,3,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,7,7,7,7,6,5,5,5,4,3,5,5,5,6,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,4,3,3,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3]"
54,50:49.8,C:\Users\28693\Desktop\udp\frames_png\frame_000054.png,120,188,9.219910,139.919617,145,84,8,0,0.000000,1,0.700000,1,1,0,0,89,"[4,4,3,4,4,3,4,4,4,3,4,3,5,4,3,4,3,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,5,4,4,3,4,4,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,6,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5]","[2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,3,5,4,5,4,3,3,3,3,4,3,4,4,3,4,4,4,5,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,3,3,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,4,3,3,3,5,6,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7,7,7,3,3,3,5,7,7]"
55,50:49.9,C:\Users\28693\Desktop\udp\frames_png\frame_000055.png,120,188,19.114029,155.190521,146,84,8,0,0.000000,1,0.750000,1,2,0,0,89,"[4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,5,4,3,4,4,3,4,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,6,7]","[3,2,1,3,3,5,4,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,3,3,2,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,6,5,5,4,3,3,5,5,5,6,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,4,3,3,2,2,1,1,1,2,1,1,1,1,1,1,1,3]"
56,50:49.9,C:\Users\28693\Desktop\udp\frames_png\frame_000056.png,120,188,20.860306,165.136520,146,83,8,0,0.000000,1,0.750000,1,2,0,0,88,"[4,4,3,4,3,4,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,5,4,3,4,4,3,4,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,6,5,5,5,7]","[3,2,1,1,0,7,1,1,2,3,2,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,5,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,3,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,7,7,7,7,7,6,5,5,4,5,4,3,5,5,6,5,5,5,4,5,5,5,4,5,5,6,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,4,5,4,3,3,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,3]"
57,50:50.0,C:\Users\28693\Desktop\udp\frames_png\frame_000057.png,120,188,19.109022,167.204956,147,83,8,0,0.000000,1,0.700000,1,2,0,0,88,"[4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,5,4,3,4,4,3,4,4,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7]","[3,2,3,2,1,3,2,1,1,0,7,7,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,3,3,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,7,7,7,7,6,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,4,5,5,4,5,4,3,3,2,2,1,1,1,2,1,1,1,1,1,1,1,3]"
58,50:50.0,C:\Users\28693\Desktop\udp\frames_png\frame_000058.png,120,188,0.953156,158.675674,147,83,8,0,0.000000,1,0.750000,1,1,0,0,88,"[4,3,4,3,4,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,5,4,4,3,4,4,3,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7]","[3,3,3,2,1,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,3,3,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,3,3,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,5,4,3,5,4,5,4,3,4,5,5,7,7,6,5,5,5,4,3,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,5,5,5,4,5,4,3,3,3,2,1,1,2,1,1,1,1,1,3,3,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,4,4,5,4]"
59,50:50.0,C:\Users\28693\Desktop\udp\frames_png\frame_000059.png,120,188,37.767139,167.979233,147,81,8,0,0.000000,1,0.650000,1,2,0,0,87,"[4,3,4,3,4,4,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,7]","[3,3,5,5,5,4,3,3,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,3,5,4,4,3,3,4,3,4,3,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,3,3,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,4,3,5,5,5,4,3,3,5,5,7,6,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,5,5,4,3,3,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3]"
60,50:50.1,C:\Users\28693\Desktop\udp\frames_png\frame_000060.png,120,188,0.947712,199.806046,147,81,8,0,0.000000,1,0.750000,1,1,0,0,86,"[3,3,4,3,4,4,3,4,3,5,4,3,4,3,4,4,4,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,5,5,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,5,4,3,3,4,4,3,4,4,4,4,4,3,4,4,4,3,5,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,5,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,3,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,7]","[3,3,3,3,3,3,3,3,3,3,5,4,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,4,3,4,4,3,5,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,4,4,3,4,3,3,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,7,7,6,5,5,5,5,5,6,7,6,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,5,5,4,5,4,3,3,2,2,1,1,2,1,1,1,1,1,1,3,3,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,4,4,5,4,4]"
61,50:50.1,C:\Users\28693\Desktop\udp\frames_png\frame_000061.png,120,188,26.229776,178.294708,146,82,8,0,0.000000,1,0.750000,1,2,0,0,87,"[3,3,4,3,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,6,5,6,5,5,4,5,5,6,5,5,4,5,5,7]","[3,4,3,3,3,2,1,1,1,1,1,3,3,5,4,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,3,4,4,4,3,4,4,3,5,4,4,3,3,4,3,4,3,4,3,4,5,5,4,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,3,4,4,4,4,3,4,4,4,3,3,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,7,7,7,6,5,6,5,5,4,3,5,5,7,7,7,6,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,4,5,5,4,3,3,3,2,2,1,1,3]"
